creator_id,date,views,likes,comments,shares,orders,gmv,engagement_rate
CR0010,2026-03-16,213571,14649,2112,660,11762,298975.14,6.86
CR0010,2026-03-17,138854,15084,1215,969,7238,606828.42,10.86
CR0010,2026-03-18,148374,10136,1269,666,6921,869636.91,6.83
CR0010,2026-03-19,185227,6093,389,479,15749,2580414.43,3.29
CR0010,2026-03-20,222673,18181,1619,779,9591,858951.65,8.16
CR0010,2026-03-21,228880,13640,1994,795,4813,680940.34,5.96
CR0010,2026-03-22,187844,19607,2163,423,6344,567540.21,10.44
CR0010,2026-03-23,147845,8308,851,392,2705,213205.32,5.62
CR0010,2026-03-24,224139,14613,2176,405,10947,985434.95,6.52
CR0010,2026-03-25,223938,10879,1490,419,17542,852201.32,4.86
CR0010,2026-03-26,188800,10936,768,689,5581,1107244.28,5.79
CR0010,2026-03-27,175144,18252,2016,635,6184,670175.87,10.42
CR0010,2026-03-28,230565,7727,456,454,14510,2491005.78,3.35
CR0010,2026-03-29,277791,18111,2396,1285,7372,967151.65,6.52
CR0010,2026-03-30,174751,11292,1308,699,3495,97369.31,6.46
CR0010,2026-03-31,224784,9938,1373,519,7218,1088306.91,4.42
CR0010,2026-04-01,227082,25384,2313,1668,3646,568671.86,11.18
CR0010,2026-04-02,183795,18408,1675,550,2454,60881.82,10.02
CR0010,2026-04-03,198996,18070,1738,733,5244,140536.26,9.08
CR0010,2026-04-04,203484,19090,1215,1149,8313,289780.82,9.38
CR0010,2026-04-05,262373,24721,2318,1192,5125,876012.42,9.42
CR0010,2026-04-06,196691,9038,564,582,5020,110529.91,4.6
CR0010,2026-04-07,160009,11146,755,700,11973,1192157.19,6.97
CR0010,2026-04-08,135227,11782,1205,704,4581,660866.09,8.71
CR0010,2026-04-09,179713,15066,826,642,3249,596438.91,8.38
CR0010,2026-04-10,152799,4804,253,100,12158,381407.01,3.14
CR0010,2026-04-11,309550,11977,1599,716,10218,1146970.69,3.87
CR0010,2026-04-12,289291,17080,1924,981,19524,1894188.28,5.9
CR0010,2026-04-13,157377,6221,512,130,4494,261992.24,3.95
CR0010,2026-04-14,156308,13945,1085,800,2831,266106.73,8.92
CR0010,2026-04-15,218452,16375,2440,1027,20315,2487712.15,7.5
CR0010,2026-04-16,160542,6185,509,357,8507,1351363.78,3.85
CR0010,2026-04-17,147369,6746,851,413,13486,433607.63,4.58
CR0010,2026-04-18,174935,19608,1860,993,10870,1596077.36,11.21
CR0010,2026-04-19,174640,5572,701,152,4304,274759.75,3.19
CR0010,2026-04-20,142147,6024,601,193,5893,370383.97,4.24
CR0010,2026-04-21,216262,25728,2428,1868,3429,554314.17,11.9
CR0010,2026-04-22,138157,13989,1279,961,6298,956774.29,10.13
CR0010,2026-04-23,173217,8405,465,630,17851,2594286.7,4.85
CR0010,2026-04-24,159729,17337,1770,537,4877,529133.1,10.85
CR0010,2026-04-25,317579,11016,1643,840,4019,477426.97,3.47
CR0010,2026-04-26,294429,14248,1435,649,8348,463785.89,4.84
CR0010,2026-04-27,183992,15552,1248,848,10032,1757973.52,8.45
CR0010,2026-04-28,190977,22075,1897,941,7568,981501.18,11.56
CR0010,2026-04-29,185808,8180,1189,400,10913,381757.63,4.4
CR0010,2026-04-30,241208,13753,1426,731,4735,355373.64,5.7
CR0010,2026-05-01,169024,13622,1336,544,7060,1305420.47,8.06
CR0010,2026-05-02,177788,19120,2352,811,6239,567979.51,10.75
CR0010,2026-05-03,290417,18750,1514,1485,6027,1197233.68,6.46
CR0010,2026-05-04,151398,17242,1142,1134,14819,2301152.6,11.39
CR0010,2026-05-05,178020,16702,1895,703,2212,213075.9,9.38
CR0010,2026-05-06,166383,12145,1726,506,5226,730707.76,7.3
CR0010,2026-05-07,155039,13099,1891,377,4567,636040.79,8.45
CR0010,2026-05-08,156938,6356,376,398,6985,1364493.25,4.05
CR0010,2026-05-09,191933,21476,2955,643,9122,1004482.06,11.19
CR0010,2026-05-10,262135,28782,3125,1843,23399,4129811.95,10.98
CR0010,2026-05-11,151645,12364,1604,851,3102,479855.34,8.15
CR0010,2026-05-12,222159,6793,454,336,4748,452062.44,3.06
CR0010,2026-05-13,188919,10570,984,323,2762,297094.05,5.6
CR0010,2026-05-14,199532,7965,849,260,6001,994078.57,3.99
CR0010,2026-05-15,162698,19274,2643,895,7325,985637.75,11.85
CR0010,2026-05-16,194428,7332,458,174,1725,185152.85,3.77
CR0010,2026-05-17,301178,9293,711,718,21966,604826.82,3.09
CR0010,2026-05-18,165935,16802,1471,860,9828,1056182.8,10.13
CR0010,2026-05-19,232114,19588,1638,1193,6436,406288.37,8.44
CR0010,2026-05-20,184713,12165,1351,955,17159,352707.35,6.59
CR0010,2026-05-21,246751,16325,2180,1232,1813,209425.58,6.62
CR0010,2026-05-22,256985,25089,1878,1182,20429,2302032.07,9.76
CR0010,2026-05-23,288740,8743,995,668,10656,1888437.23,3.03
CR0010,2026-05-24,338267,32549,3834,1107,18409,2999062.99,9.62
CR0010,2026-05-25,184877,21171,3051,1028,12437,473626.21,11.45
CR0010,2026-05-26,189687,16056,1945,1159,17386,2590510.75,8.46
CR0010,2026-05-27,146788,10981,644,768,17408,1810859.33,7.48
CR0011,2026-02-27,3590,416,40,21,65,12347.26,11.6
CR0011,2026-02-28,4233,167,24,3,262,23325.38,3.95
CR0011,2026-03-01,3288,311,36,23,218,40568.17,9.47
CR0011,2026-03-02,3154,234,30,9,87,16207.45,7.43
CR0011,2026-03-03,2162,131,18,8,151,24358.53,6.09
CR0011,2026-03-04,3753,260,19,9,69,5605.75,6.93
CR0011,2026-03-05,3102,145,20,7,47,4156.45,4.69
CR0011,2026-03-06,3364,195,21,6,115,18265.51,5.8
CR0011,2026-03-07,4523,515,32,30,140,3031.55,11.41
CR0011,2026-03-08,4659,272,35,10,139,6468.58,5.84
CR0011,2026-03-09,2580,250,33,17,26,2871.13,9.72
CR0011,2026-03-10,3308,180,24,9,128,9276.05,5.46
CR0011,2026-03-11,3811,134,17,3,309,58153.16,3.53
CR0011,2026-03-12,2492,239,34,15,214,15801.4,9.62
CR0011,2026-03-13,3556,398,26,8,122,12836.34,11.21
CR0011,2026-03-14,3542,231,13,14,150,21929.93,6.52
CR0011,2026-03-15,4017,155,12,10,157,29551.1,3.88
CR0011,2026-03-16,2656,236,25,10,162,9356.79,8.89
CR0011,2026-03-17,3567,169,19,7,150,24208.48,4.76
CR0011,2026-03-18,3673,234,34,14,44,3696.22,6.39
CR0011,2026-03-19,2982,343,21,17,93,4347.03,11.51
CR0011,2026-03-20,3441,179,11,7,117,5972.58,5.21
CR0011,2026-03-21,4537,452,67,27,71,11876.53,9.98
CR0011,2026-03-22,3683,320,30,6,41,5553.6,8.69
CR0011,2026-03-23,3804,191,20,15,197,7292.86,5.02
CR0011,2026-03-24,3232,208,31,12,62,4869.56,6.46
CR0011,2026-03-25,3462,372,38,16,182,30420.08,10.76
CR0011,2026-03-26,3598,279,15,19,226,31031.18,7.77
CR0011,2026-03-27,3550,172,19,4,298,6245.58,4.87
CR0011,2026-03-28,3887,226,12,12,127,8409.54,5.83
CR0011,2026-03-29,4633,174,10,6,241,47206.73,3.76
CR0011,2026-03-30,3395,177,9,13,197,22879.27,5.24
CR0011,2026-03-31,2435,180,14,13,214,23947.94,7.41
CR0011,2026-04-01,3464,310,16,6,93,5462.66,8.96
CR0011,2026-04-02,2435,194,21,7,137,16299.27,7.97
CR0011,2026-04-03,2677,236,15,11,239,45227.38,8.85
CR0011,2026-04-04,3201,154,17,5,199,29571.42,4.83
CR0011,2026-04-05,4237,374,37,11,233,37699.66,8.83
CR0011,2026-04-06,2917,340,25,12,163,15194.96,11.68
CR0011,2026-04-07,2829,107,15,7,74,5124.98,3.8
CR0011,2026-04-08,2396,283,20,21,96,11017.5,11.82
CR0011,2026-04-09,3878,321,41,8,143,10118.6,8.3
CR0011,2026-04-10,2736,106,5,4,116,19151.05,3.89
CR0011,2026-04-11,4572,461,48,33,190,12659.89,10.1
CR0011,2026-04-12,4603,433,50,12,175,32430.91,9.42
CR0011,2026-04-13,3457,218,27,13,130,12871.66,6.33
CR0011,2026-04-14,2917,210,16,16,165,30737.22,7.22
CR0011,2026-04-15,2682,233,13,8,230,30875.61,8.72
CR0011,2026-04-16,2395,123,7,6,29,5432.45,5.16
CR0011,2026-04-17,3812,118,17,7,182,19948.1,3.1
CR0011,2026-04-18,4655,423,43,11,35,5937.8,9.09
CR0011,2026-04-19,2957,201,20,8,273,50691.35,6.82
CR0011,2026-04-20,4205,483,57,10,116,21742.27,11.5
CR0011,2026-04-21,3755,418,28,17,61,1778.95,11.13
CR0011,2026-04-22,3240,146,21,5,248,42938.69,4.53
CR0011,2026-04-23,3954,221,21,7,45,4088.33,5.61
CR0011,2026-04-24,4090,464,67,23,425,76775.78,11.36
CR0011,2026-04-25,5137,180,9,8,96,7963.19,3.52
CR0011,2026-04-26,4825,319,16,14,118,21444.35,6.62
CR0011,2026-04-27,3105,348,17,23,82,7164.81,11.22
CR0011,2026-04-28,3020,333,34,12,276,27347.24,11.03
CR0011,2026-04-29,2582,251,12,18,94,6700.5,9.72
CR0011,2026-04-30,2575,174,14,3,211,40669.36,6.79
CR0011,2026-05-01,4265,173,17,8,154,23900.21,4.07
CR0011,2026-05-02,5032,332,40,21,215,41362.16,6.6
CR0011,2026-05-03,5074,209,17,4,162,27438.01,4.14
CR0011,2026-05-04,3186,266,13,12,55,5346.62,8.37
CR0011,2026-05-05,3568,341,23,12,49,7162.43,9.56
CR0011,2026-05-06,3672,251,24,16,77,10009.85,6.86
CR0011,2026-05-07,2720,290,32,8,45,3118.28,10.69
CR0011,2026-05-08,2733,117,6,3,169,19349.62,4.32
CR0011,2026-05-09,4890,578,41,26,64,1875.07,11.82
CR0011,2026-05-10,3351,210,30,13,127,6694.84,6.27
CR0011,2026-05-11,2361,211,17,7,77,7512.38,8.94
CR0011,2026-05-12,2875,213,17,5,193,30625.91,7.42
CR0011,2026-05-13,2633,164,21,10,148,9307.04,6.25
CR0011,2026-05-14,2935,242,14,6,174,4765.34,8.26
CR0011,2026-05-15,4352,476,62,15,107,20279.41,10.96
CR0011,2026-05-16,4740,270,26,17,146,6279.42,5.71
CR0011,2026-05-17,4215,396,55,25,309,25499.02,9.4
CR0011,2026-05-18,3142,272,16,12,140,26801.59,8.67
CR0011,2026-05-19,4020,180,13,14,177,5476.88,4.5
CR0011,2026-05-20,4401,207,27,10,210,7034.45,4.71
CR0011,2026-05-21,3307,250,26,10,122,2519.07,7.58
CR0011,2026-05-22,3591,299,15,22,165,24701.2,8.33
CR0011,2026-05-23,3834,409,32,14,50,5802.09,10.67
CR0011,2026-05-24,3931,344,49,12,104,3044.45,8.76
CR0011,2026-05-25,4458,530,37,14,279,54404.82,11.91
CR0011,2026-05-26,3103,357,49,12,83,6065.74,11.52
CR0011,2026-05-27,4486,387,19,15,213,14074.55,8.63
CR0012,2026-02-27,640755,57128,7815,4361,39818,5728248.15,8.92
CR0012,2026-02-28,1491525,79291,8929,4460,34332,2690507.71,5.32
CR0012,2026-03-01,969925,84075,11419,3676,49172,4823903.08,8.67
CR0012,2026-03-02,717422,52451,5223,2494,32543,3987768.37,7.31
CR0012,2026-03-03,1153701,53343,4171,2059,109390,15722190.27,4.62
CR0012,2026-03-04,742242,31854,2950,1506,36949,5556214.97,4.29
CR0012,2026-03-05,716108,69849,3574,1814,16110,361498.26,9.75
CR0012,2026-03-06,1099220,125444,7930,8305,45441,5813480.36,11.41
CR0012,2026-03-07,1404781,43331,5596,2276,127846,4512162.82,3.08
CR0012,2026-03-08,938459,92316,12853,6363,28953,1849679.62,9.84
